Node_ID,x_int,y_int
675,113917,410877
676,115138,410322
677,117406,409916
678,116625,411222
679,117374,410270
680,116973,411258
681,117675,411332
682,117169,414084
683,117321,411295
684,117768,414127
685,117682,414943
686,117801,414483
687,117949,415179
688,118598,414838
689,118504,415640
690,118279,415005
691,119153,415298
692,119881,415455
693,119472,415131
694,122371,403466
695,122530,402959
696,122110,401216
697,122154,402900
698,122535,401195
699,123480,401290
700,123868,401659
701,123798,402381
702,123926,401256
703,123647,401998
704,123610,402739
705,123477,403567
706,123278,403018
707,124523,403179
708,123666,403255
709,124779,401050
710,125221,389962
711,125477,387834
712,126334,387758
713,126390,388274
714,126523,387446
715,126722,387995
716,126202,388631
717,126132,389353
718,126520,389723
719,126353,389014
720,126074,389757
721,127465,389817
722,127846,388113
723,127890,389797
724,127470,388053
725,127629,387547
726,124523,363679
727,123666,363755
728,122371,363966
729,123477,364067
730,122530,363459
731,123278,363518
732,122154,363400
733,123610,363239
734,123647,362498
735,123926,361756
736,123798,362881
737,123868,362159
738,123480,361790
739,122110,361716
740,124779,361550
741,122535,361695
742,125221,350462
743,125477,348334
744,126334,348258
745,127629,348047
746,126523,347946
747,127846,348613
748,126722,348495
749,127470,348553
750,126390,348774
751,126353,349514
752,126074,350257
753,126202,349131
754,126132,349853
755,126520,350223
756,127465,350317
757,163110,361716
758,127890,350297
759,163535,361695
760,164480,361790
761,164868,362159
762,164798,362881
763,164926,361756
764,164647,362498
765,164610,363239
766,163530,363459
767,164278,363518
768,163154,363400
769,163371,363966
770,164477,364067
771,165523,363679
772,164666,363755
773,165779,361550
774,166221,350462
775,166477,348334
776,167334,348258
777,167390,348774
778,167523,347946
779,167722,348495
780,167202,349131
781,167132,349853
782,167520,350223
783,167353,349514
784,167074,350257
785,168465,350317
786,168846,348613
787,168890,350297
788,168470,348553
789,168629,348047
790,165523,324179
791,164666,324255
792,163371,324466
793,164477,324567
794,163530,323959
795,164278,324018
796,163154,323900
797,164610,323739
798,164647,322998
799,164926,322256
800,164798,323381
801,164868,322659
802,164480,322290
803,163110,322216
804,165779,322050
805,163535,322195
806,166221,310962
807,166477,308834
808,167334,308758
809,167390,309274
810,167523,308446
811,167722,308995
812,167202,309631
813,167132,310353
814,167520,310723
815,167353,310014
816,167074,310757
817,168465,310817
818,168846,309113
819,168890,310797
820,168470,309053
821,168629,308547
822,165523,284679
823,164666,284755
824,163371,284966
825,164477,285067
826,163530,284459
827,164278,284518
828,163154,284400
829,164610,284239
830,164647,283498
831,164926,282756
832,164798,283881
833,164868,283159
834,164480,282790
835,163110,282716
836,165779,282550
837,163535,282695
838,166221,271462
839,166477,269334
840,167334,269258
841,168629,269047
842,167523,268946
843,168846,269613
844,167722,269495
845,168470,269553
846,167390,269774
847,167353,270514
848,167074,271257
849,167202,270131
850,167132,270853
851,167520,271223
852,168465,271317
853,245110,282716
854,168890,271297
855,245535,282695
856,246480,282790
857,247779,282550
858,246926,282756
859,246647,283498
860,246610,284239
861,246868,283159
862,246798,283881
863,246278,284518
864,247523,284679
865,246666,284755
866,245530,284459
867,246477,285067
868,245154,284400
869,245371,284966
870,240406,291416
871,239973,292758
872,240374,291770
873,240321,292795
874,240169,295584
875,240675,292832
876,240801,295983
877,240682,296443
878,241504,297140
879,240949,296679
880,242472,296631
881,242881,296955
882,242153,296798
883,241598,296338
884,240768,295627
885,241279,296505
886,239625,292722
887,238138,291822
888,236917,292377
889,237928,292104
890,236539,291714
891,236504,292333
892,233996,296373
893,233347,296714
894,232619,296557
895,233028,296882
896,233902,297175
897,234551,296833
898,234699,297530
899,234818,297070
900,234221,297007
901,234732,297885
902,235331,297928
903,238583,301136
904,238961,301799
905,238996,301179
906,237572,301409
907,235875,300791
908,237362,301691
909,235527,300754
910,234825,300680
911,235126,301742
912,235179,300718
913,235094,302096
914,230129,308547
915,230346,309113
916,227977,308834
917,229970,309053
918,228834,308758
919,228890,309274
920,229023,308446
921,229222,308995
922,228702,309631
923,228632,310353
924,227721,310962
925,228853,310014
926,228574,310757
927,229965,310817
928,229020,310723
929,230390,310797
930,245110,361716
931,246480,361790
932,245535,361695
933,246926,361756
934,247779,361550
935,246868,362159
936,246798,362881
937,246278,363518
938,246647,362498
939,246610,363239
940,246666,363755
941,247523,363679
942,246477,364067
943,245530,363459
944,245371,363966
945,245154,363400
946,240406,370416
947,239973,371758
948,240374,370770
949,240321,371795
950,240169,374584
951,240675,371832
952,240801,374983
953,240682,375443
954,241504,376140
955,240949,375679
956,242472,375631
957,242881,375955
958,242153,375798
959,241598,375338
960,240768,374627
961,241279,375505
962,239625,371722
963,238138,370822
964,236917,371377
965,237928,371104
966,236539,370714
967,236504,371333
968,233996,375373
969,233347,375714
970,232619,375557
971,233028,375882
972,233902,376175
973,234551,375833
974,234699,376530
975,234818,376070
976,234221,376007
977,234732,376885
978,235331,376928
979,238583,380136
980,238961,380799
981,238996,380179
982,237572,380409
983,235875,379791
984,237362,380691
985,235527,379754
986,234825,379680
987,235126,380742
988,235179,379718
989,235094,381096
990,230129,387547
991,229970,388053
992,230390,389797
993,230346,388113
994,229965,389817
995,229020,389723
996,228632,389353
997,228702,388631
998,228574,389757
999,228853,389014
1000,228890,388274
1001,229023,387446
1002,229222,387995
1003,227977,387834
1004,228834,387758
1005,227721,389962
1006,227279,401050
1007,226426,401256
1008,225035,401195
1009,225980,401290
1010,226368,401659
1011,224610,401216
1012,224654,402900
1013,224871,403466
1014,225030,402959
1015,225977,403567
1016,225778,403018
1017,226298,402381
1018,226166,403255
1019,226110,402739
1020,226147,401998
1021,227023,403179
1022,236539,410214
1023,236917,410877
1024,237928,410604
1025,236504,410833
1026,238138,410322
1027,245371,403466
1028,245154,402900
1029,246278,403018
1030,245530,402959
1031,246610,402739
1032,246647,401998
1033,245110,401216
1034,246798,402381
1035,245535,401195
1036,246480,401290
1037,246868,401659
1038,247779,401050
1039,246926,401256
1040,247523,403179
1041,246666,403255
1042,240406,409916
1043,246477,403567
1044,240374,410270
1045,240675,411332
1046,239625,411222
1047,240321,411295
1048,240169,414084
1049,239973,411258
1050,240768,414127
1051,240682,414943
1052,240801,414483
1053,240949,415179
1054,241598,414838
1055,242472,415131
1056,241279,415005
1057,242881,415455
1058,242153,415298
1059,241504,415640
1060,232548,421386
1061,232548,422186
1062,232548,422986
1063,232548,421786
1064,232548,422586
1065,232548,423386
1066,232548,424186
1067,232548,424986
1068,232548,423786
1069,232548,424586
1070,232148,424986
1071,232148,424186
1072,232148,423386
1073,232148,424586
1074,232148,423786
1075,232148,422986
1076,232148,422186
1077,232148,421386
1078,232148,422586
1079,232148,421786
1080,231748,421386
1081,231748,422186
1082,231748,422986
1083,231748,421786
1084,231748,422586
1085,231748,423386
1086,231748,424186
1087,231748,424986
1088,231748,423786
1089,231748,424586
1090,231348,424986
1091,231348,424186
1092,231348,423386
1093,231348,424586
1094,231348,423786
1095,231348,422986
1096,231348,422186
1097,231348,421386
1098,231348,422586
1099,231348,421786
1100,230948,421386
1101,230948,422186
1102,230948,422986
1103,230948,421786
1104,230948,422586
1105,230948,423386
1106,230948,424186
1107,230948,424986
1108,230948,423786
1109,230948,424586
1110,230548,424986
1111,230548,424186
1112,230548,423386
1113,230548,424586
1114,230548,423786
1115,230548,422986
1116,230548,422186
1117,230548,421386
1118,230548,422586
1119,230548,421786
1120,230148,421386
1121,230148,422186
1122,230148,422986
1123,230148,421786
1124,230148,422586
1125,230148,423386
1126,230148,424186
1127,230148,424986
1128,230148,423786
1129,230148,424586
1130,229748,424986
1131,229748,424186
1132,229748,423386
1133,229748,424586
1134,229748,423786
1135,229748,422986
1136,229748,422186
1137,229748,421386
1138,229748,422586
1139,229748,421786
1140,229348,421386
1141,229348,422186
1142,229348,422986
1143,229348,421786
1144,229348,422586
1145,229348,423386
1146,229348,424186
1147,229348,424986
1148,229348,423786
1149,229348,424586
1150,228948,424986
1151,228948,424186
1152,228948,423386
1153,228948,424586
1154,228948,423786
1155,228948,422986
1156,228948,422186
1157,228948,421386
1158,228948,422586
1159,228948,421786
1160,228548,421386
1161,228548,422186
1162,228548,422986
1163,228548,421786
1164,228548,422586
1165,228548,423386
1166,228548,424186
1167,228548,424986
1168,228548,423786
1169,228548,424586
1170,228148,424986
1171,228148,424186
1172,228148,423386
1173,228148,424586
1174,228148,423786
1175,228148,422986
1176,228148,422186
1177,228148,421386
1178,228148,422586
1179,228148,421786
1180,227748,421386
1181,227748,422186
1182,227748,422986
1183,227748,421786
1184,227748,422586
1185,227748,423386
1186,227748,424186
1187,227748,424986
1188,227748,423786
1189,227748,424586
1190,227348,424986
1191,227348,424186
1192,227348,423386
1193,227348,424586
1194,227348,423786
1195,227348,422986
1196,227348,422186
1197,227348,421386
1198,227348,422586
1199,227348,421786
1200,226948,421386
1201,226948,422186
1202,226948,422986
1203,226948,421786
1204,226948,422586
1205,226948,423386
1206,226948,424186
1207,226948,424986
1208,226948,423786
1209,226948,424586
1210,226548,424986
1211,226548,424186
1212,226548,423386
1213,226548,424586
1214,226548,423786
1215,226548,422986
1216,226548,422186
1217,226548,421386
1218,226548,422586
1219,226548,421786
1220,226148,421386
1221,226148,422186
1222,226148,422986
1223,226148,421786
1224,226148,422586
1225,226148,423386
1226,226148,424186
1227,226148,424986
1228,226148,423786
1229,226148,424586
1230,225748,424986
1231,225748,424186
1232,225748,423386
1233,225748,424586
1234,225748,423786
1235,225748,422986
1236,225748,422186
1237,225748,421386
1238,225748,422586
1239,225748,421786
1240,222381,415455
1241,221972,415131
1242,221004,415640
1243,221653,415298
1244,221098,414838
1245,220449,415179
1246,220301,414483
1247,220182,414943
1248,220779,415005
1249,220268,414127
1250,219669,414084
1251,220175,411332
1252,219473,411258
1253,219874,410270
1254,219125,411222
1255,219821,411295
1256,219906,409916
1257,217638,410322
1258,216417,410877
1259,217428,410604
1260,216039,410214
1261,216004,410833
1262,212964,415783
1263,186023,403179
1264,184977,403567
1265,186279,401050
1266,185166,403255
1267,185368,401659
1268,184980,401290
1269,184035,401195
1270,185426,401256
1271,183610,401216
1272,185147,401998
1273,185110,402739
1274,184030,402959
1275,184778,403018
1276,185298,402381
1277,183654,402900
1278,183871,403466
1279,178906,409916
1280,176638,410322
1281,178874,410270
1282,175039,410214
1283,175004,410833
1284,176428,410604
1285,175417,410877
1286,178125,411222
1287,178821,411295
1288,178669,414084
1289,179175,411332
1290,178473,411258
1291,179268,414127
1292,179182,414943
1293,179301,414483
1294,179449,415179
1295,180004,415640
1296,179779,415005
1297,180653,415298
1298,180098,414838
1299,180972,415131
1300,181381,415455
1301,188936,421390
1302,188936,422190
1303,189336,421390
1304,188936,421790
1305,188936,422590
1306,188936,423390
1307,188936,424190
1308,188936,422990
1309,188936,423790
1310,188936,424590
1311,189336,424990
1312,189336,424190
1313,188936,424990
1314,189336,424590
1315,189336,423790
1316,189336,422990
1317,189336,422190
1318,189336,423390
1319,189336,422590
1320,189336,421790
1321,189736,421390
1322,190536,421390
1323,191336,421390
1324,190136,421390
1325,190936,421390
1326,191736,421390
1327,192536,421390
1328,192136,421790
1329,191736,422190
1330,192136,421390
1331,191736,422590
1332,191736,423390
1333,191736,424190
1334,191736,422990
1335,191736,423790
1336,191736,424590
1337,191336,424990
1338,191336,424190
1339,191736,424990
1340,191336,424590
1341,191336,423790
1342,191336,422990
1343,191336,422190
1344,191336,423390
1345,191336,422590
1346,190936,422190
1347,190936,422990
1348,190936,423790
1349,190936,422590
1350,190936,423390
1351,190936,424190
1352,190936,424990
1353,190536,424590
1354,190536,423790
1355,190536,424990
1356,190536,424190
1357,190936,424590
1358,190536,423390
1359,190536,422590
1360,190136,422190
1361,190536,422990
1362,190536,422190
1363,190136,422590
1364,190136,423390
1365,190136,424190
1366,190136,422990
1367,190136,423790
1368,190136,424590
1369,189736,424990
1370,189736,424190
1371,190136,424990
1372,189736,424590
1373,189736,423790
1374,189736,422990
1375,189736,422190
1376,189736,423390
1377,189736,422590
1378,189736,421790
1379,190536,421790
1380,191336,421790
1381,190136,421790
1382,190936,421790
1383,191736,421790
1384,192136,422190
1385,192136,422990
1386,192136,423790
1387,192136,422590
1388,192136,423390
1389,192136,424190
1390,192136,424990
1391,192536,424590
1392,192536,423790
1393,192536,424990
1394,192536,424190
1395,192136,424590
1396,192536,423390
1397,192536,422590
1398,192936,422190
1399,192536,422990
1400,192536,422190
1401,192936,422590
1402,192936,423390
1403,192936,424190
1404,192936,422990
1405,192936,423790
1406,192936,424590
1407,193336,424990
1408,193336,424190
1409,192936,424990
1410,193336,424590
1411,193336,423790
1412,193336,422990
1413,193336,422190
1414,193336,423390
1415,193336,422590
1416,193736,422190
1417,193736,422990
1418,193736,423790
1419,193736,422590
1420,193736,423390
1421,193736,424190
1422,193736,424990
1423,194136,424590
1424,194136,423790
1425,194136,424990
1426,194136,424190
1427,193736,424590
1428,194136,423390
1429,194136,422590
1430,194536,422190
1431,194136,422990
1432,194136,422190
1433,194536,422590
1434,194536,423390
1435,194536,424190
1436,194536,422990
1437,194536,423790
1438,194536,424590
1439,194936,424990
1440,194936,424190
1441,194536,424990
1442,194936,424590
1443,194936,423790
1444,194936,422990
1445,195336,422590
1446,194936,423390
1447,194936,422590
1448,195336,422990
1449,195336,423790
1450,195336,424590
1451,195336,423390
1452,195336,424190
1453,195336,424990
1454,195736,424590
1455,195736,423790
1456,195736,424990
1457,195736,424190
1458,195736,423390
1459,195736,422590
1460,195736,421790
1461,195736,422990
1462,195736,422190
1463,195336,421790
1464,194936,422190
1465,194536,421790
1466,195336,422190
1467,194936,421790
1468,194136,421790
1469,193336,421790
1470,192536,421790
1471,193736,421790
1472,192936,421790
1473,193336,421390
1474,194136,421390
1475,192936,421390
1476,193736,421390
1477,194536,421390
1478,195336,421390
1479,200504,415640
1480,195736,421390
1481,194936,421390
1482,201153,415298
1483,201881,415455
1484,201472,415131
1485,200598,414838
1486,199949,415179
1487,199801,414483
1488,199682,414943
1489,200279,415005
1490,199768,414127
1491,199169,414084
1492,195917,410877
1493,195539,410214
1494,195504,410833
1495,196928,410604
1496,198625,411222
1497,197138,410322
1498,198973,411258
1499,199675,411332
1500,199374,410270
1501,199321,411295
1502,199406,409916
1503,204371,403466
1504,204530,402959
1505,204110,401216
1506,204154,402900
1507,204535,401195
1508,205480,401290
1509,205868,401659
1510,205798,402381
1511,205926,401256
1512,205647,401998
1513,205610,402739
1514,205477,403567
1515,205278,403018
1516,206523,403179
1517,205666,403255
1518,206779,401050
1519,207221,389962
1520,207477,387834
1521,208334,387758
1522,208390,388274
1523,208523,387446
1524,208722,387995
1525,208202,388631
1526,208132,389353
1527,208520,389723
1528,208353,389014
1529,208074,389757
1530,209465,389817
1531,209846,388113
1532,209890,389797
1533,209470,388053
1534,209629,387547
1535,206523,363679
1536,205666,363755
1537,204371,363966
1538,205477,364067
1539,204530,363459
1540,205278,363518
1541,204154,363400
1542,205610,363239
1543,205647,362498
1544,205926,361756
1545,205798,362881
1546,205868,362159
1547,206779,361550
1548,205480,361790
1549,204535,361695
1550,207221,350462
1551,204110,361716
1552,207477,348334
1553,208334,348258
1554,209890,350297
1555,208523,347946
1556,209465,350317
1557,208520,350223
1558,208132,349853
1559,208202,349131
1560,208074,350257
1561,208353,349514
1562,208390,348774
1563,209470,348553
1564,208722,348495
1565,209846,348613
1566,209629,348047
1567,214594,341596
1568,215027,340254
1569,214626,341242
1570,214679,340218
1571,214831,337428
1572,214325,340180
1573,214232,337385
1574,214318,336570
1575,214199,337030
1576,214051,336333
1577,213496,335873
1578,213721,336507
1579,212847,336214
1580,212119,336057
1581,212528,336382
1582,213402,336675
1583,215375,340291
1584,216862,341191
1585,218083,340636
1586,217072,340909
1587,218461,341299
1588,218496,340679
1589,221004,336640
1590,221653,336298
1591,222381,336455
1592,221972,336131
1593,221098,335838
1594,220449,336179
1595,220301,335483
1596,220182,335943
1597,220779,336005
1598,220268,335127
1599,219669,335084
1600,216417,331877
1601,216039,331214
1602,216004,331833
1603,217428,331604
1604,219125,332222
1605,217638,331322
1606,219473,332258
1607,220175,332332
1608,219874,331270
1609,219821,332295
1610,219906,330916
1611,224871,324466
1612,225030,323959
1613,224610,322216
1614,224654,323900
1615,225035,322195
1616,225980,322290
1617,227279,322050
1618,226426,322256
1619,226147,322998
1620,226110,323739
1621,226368,322659
1622,226298,323381
1623,225778,324018
1624,225977,324567
1625,227023,324179
1626,226166,324255
1627,245110,322216
1628,245154,323900
1629,245535,322195
1630,245530,323959
1631,246278,324018
1632,246798,323381
1633,246868,322659
1634,246610,323739
1635,246647,322998
1636,246926,322256
1637,247779,322050
1638,246480,322290
1639,247523,324179
1640,246666,324255
1641,245371,324466
1642,246477,324567
1643,240406,330916
1644,239973,332258
1645,240374,331270
1646,240321,332295
1647,240169,335084
1648,240675,332332
1649,240768,335127
1650,240682,335943
1651,240801,335483
1652,240949,336179
1653,241504,336640
1654,241279,336005
1655,242153,336298
1656,242881,336455
1657,242472,336131
1658,241598,335838
1659,239625,332222
1660,238138,331322
